shipping_address_id,country,street,city,state/province,postal_code,phone_number
94750,Jordan,4959 Main St,Tokyo,BE,28895,Phone Number
94640,Montenegro,8993 Main St,Toronto,ON,75782,Phone Number
86916,Tunisia ,8218 Main St,Tokyo,TYO,31209,Phone Number
72208,Germany,3089 Main St,Berlin,NY,92336,Phone Number
17345,Italy,8443 Main St,Berlin,NY,71807,Phone Number
56477,France,1425 Main St,Berlin,ON,33086,Phone Number
60806,Algeria,9593 Main St,New York,ON,95637,Phone Number
46502,Myanmar,5227 Main St,Sydney,NSW,92027,Phone Number
17608,France,9098 Main St,Berlin,ENG,37207,Phone Number
48717,Spain,2822 Main St,Tokyo,TYO,30897,Phone Number
91011,Cambodia,4756 Main St,Toronto,NSW,73083,Phone Number
94433,The Gambia,1425 Main St,Berlin,NY,76957,Phone Number
26721,Russia,4233 Main St,Berlin,ON,88506,Phone Number
19983,Belarus,9451 Main St,Berlin,BE,17283,Phone Number
15652,Turkey,2969 Main St,New York,ENG,91481,Phone Number
93492,Kenya,1342 Main St,Berlin,NSW,10255,Phone Number
87062,Iran,8639 Main St,Tokyo,BE,86555,Phone Number
26522,Vietnam,1931 Main St,London,ENG,25487,Phone Number
15328,Albania,1669 Main St,Sydney,BE,29346,Phone Number
37169,Antigua and Barbuda ,7346 Main St,Berlin,ON,45050,Phone Number
98766,Senegal,2018 Main St,New York,NSW,18744,Phone Number
95761,Netherlands,6516 Main St,Tokyo,NSW,34756,Phone Number
88685,Russia,3332 Main St,Berlin,ENG,71596,Phone Number
71732,Slovakia,3858 Main St,New York,BE,93397,Phone Number
50158,East Timor,6097 Main St,London,ON,35146,Phone Number
67167,Haiti,2455 Main St,Toronto,NY,65032,Phone Number
88565,Yemen,9689 Main St,Berlin,NSW,52687,Phone Number
89060,Tuvalu,1924 Main St,Tokyo,NY,56103,Phone Number
28024,Liberia,7380 Main St,New York,ON,31976,Phone Number
56069,North Korea,4160 Main St,New York,NSW,72863,Phone Number
98928,North Korea,5424 Main St,Berlin,NSW,10591,Phone Number
14450,Romania,504 Main St,New York,BE,16277,Phone Number
50069,Sao Tome and Principe,1821 Main St,Toronto,NY,71860,Phone Number
38303,Bahrain,5416 Main St,New York,BE,12260,Phone Number
20251,Somalia,3945 Main St,Sydney,TYO,75883,Phone Number
85183,Cyprus,4310 Main St,Sydney,NY,34741,Phone Number
73074,United Kingdom,164 Main St,New York,NY,47211,Phone Number
41347,Germany,9591 Main St,Berlin,TYO,51542,Phone Number
52439,Somalia,6482 Main St,Sydney,ON,16869,Phone Number
17431,New Zealand,9707 Main St,Tokyo,ON,97616,Phone Number
25140,Kuwait,1068 Main St,Sydney,NSW,74732,Phone Number
99149,Japan,468 Main St,New York,ENG,29422,Phone Number
10738,Norway,8524 Main St,Berlin,BE,45613,Phone Number
53884,Lesotho,2342 Main St,London,ENG,67016,Phone Number
79754,Belgium,5102 Main St,Berlin,NSW,70110,Phone Number
86505,Honduras,3183 Main St,Berlin,ENG,98529,Phone Number
31899,Austria,8173 Main St,Berlin,NY,87922,Phone Number
11795,Oman,9212 Main St,Tokyo,NY,44033,Phone Number
13399,Spain,8980 Main St,Toronto,TYO,55213,Phone Number
34274,Afghanistan,1569 Main St,New York,TYO,71993,Phone Number
78243,Saint Vincent and the Grenadines,4825 Main St,Toronto,NSW,22938,Phone Number
53583,Iceland,4359 Main St,London,NSW,86695,Phone Number
86058,Myanmar,3722 Main St,Toronto,NSW,12274,Phone Number
13805,Netherlands,923 Main St,New York,NY,94390,Phone Number
29650,Slovakia,3531 Main St,New York,ENG,41815,Phone Number
64820,Bahrain,6628 Main St,London,BE,86018,Phone Number
20830,Lesotho,4251 Main St,New York,NSW,28961,Phone Number
37375,Cuba,4313 Main St,London,NSW,30044,Phone Number
30565,Afghanistan,7520 Main St,London,NY,31975,Phone Number
26345,Vanuatu,9089 Main St,New York,BE,24706,Phone Number
57045,Bhutan,879 Main St,Sydney,NY,15974,Phone Number
52222,Palau,2992 Main St,London,BE,86464,Phone Number
28476,Indonesia,5634 Main St,New York,NY,31213,Phone Number
12089,Andorra,3406 Main St,Sydney,ENG,11950,Phone Number
89288,Algeria,3002 Main St,London,NSW,95013,Phone Number
46212,Vanuatu,3818 Main St,Sydney,ON,20411,Phone Number
76184,Mexico,121 Main St,Tokyo,ON,97231,Phone Number
37383,Macedonia,1600 Main St,Berlin,NSW,56156,Phone Number
69283,Panama,9134 Main St,Tokyo,NSW,72744,Phone Number
47947,Nepal,3741 Main St,Sydney,NSW,27771,Phone Number
87321,Nepal,5312 Main St,London,NSW,79810,Phone Number
38123,Mauritius ,291 Main St,New York,BE,45053,Phone Number
59175,Sao Tome and Principe,8687 Main St,Toronto,ENG,62076,Phone Number
39636,Saint Vincent and the Grenadines,7274 Main St,New York,ON,17045,Phone Number
45787,Maldives,5214 Main St,Toronto,TYO,67623,Phone Number
58698,Swaziland,4762 Main St,Toronto,ON,39714,Phone Number
56896,Morocco,4426 Main St,London,ON,44386,Phone Number
64838,Maldives,9165 Main St,Sydney,NY,18562,Phone Number
56624,Zimbabwe,4435 Main St,New York,NSW,65048,Phone Number
79356,India,8381 Main St,Sydney,NSW,22026,Phone Number
15223,Tajikistan,8748 Main St,Tokyo,NSW,41589,Phone Number
45821,Lesotho,9296 Main St,London,NY,36844,Phone Number
24321,Bhutan,5594 Main St,London,ENG,33447,Phone Number
57223,Trinidad and Tobago,8636 Main St,Tokyo,ENG,87502,Phone Number
64102,Tuvalu,2811 Main St,New York,TYO,93268,Phone Number
30203,Iraq,7695 Main St,Berlin,ENG,64708,Phone Number
56828,The Gambia,6373 Main St,Tokyo,ENG,73925,Phone Number
46222,Bahrain,6384 Main St,New York,NSW,80825,Phone Number
10138,Qatar,9408 Main St,Toronto,BE,61574,Phone Number
47613,Angola,8917 Main St,London,ON,95548,Phone Number
80309,Costa Rica,4094 Main St,New York,ENG,28812,Phone Number
72907,Papua New Guinea,1778 Main St,Sydney,ENG,65309,Phone Number
89561,Qatar,8514 Main St,Sydney,NY,74230,Phone Number
97010,Saint Kitts and Nevis ,843 Main St,London,TYO,51628,Phone Number
89694,Sierra Leone,562 Main St,Tokyo,BE,50581,Phone Number
55405,Russia,1668 Main St,Berlin,NY,56628,Phone Number
61945,Lithuania,1836 Main St,Tokyo,NSW,98628,Phone Number
86407,United Kingdom,8003 Main St,New York,ON,35105,Phone Number
46722,Indonesia,7102 Main St,Tokyo,TYO,89830,Phone Number
43682,Mongolia,8956 Main St,London,NY,79157,Phone Number
31466,Egypt,1456 Main St,New York,ENG,42442,Phone Number
96700,Comoros,1114 Main St,Toronto,ENG,97235,Phone Number
21993,Slovenia,1154 Main St,Tokyo,TYO,12347,Phone Number
24388,Lebanon,1864 Main St,Tokyo,ENG,57650,Phone Number
12414,Australia,6109 Main St,Berlin,NY,27110,Phone Number
16829,Haiti,4558 Main St,New York,NY,72170,Phone Number
48916,Saint Kitts and Nevis ,9704 Main St,Sydney,ENG,14923,Phone Number
55228,Syria,767 Main St,Tokyo,ENG,61801,Phone Number
77300,Laos,3470 Main St,London,NSW,72771,Phone Number
57133,Saint Kitts and Nevis ,6076 Main St,Tokyo,ON,91147,Phone Number
51733,Sudan,1494 Main St,Berlin,TYO,58135,Phone Number
40597,Guatemala,8390 Main St,Toronto,NY,29199,Phone Number
46226,Jordan,4170 Main St,Berlin,TYO,19066,Phone Number
38321,Panama,7082 Main St,Tokyo,NSW,62136,Phone Number
90261,Central African Republic,8713 Main St,Sydney,NY,46575,Phone Number
79557,Bahrain,5699 Main St,Tokyo,NSW,99796,Phone Number
59612,Burundi,3750 Main St,New York,NSW,56733,Phone Number
26114,Austria,9424 Main St,Tokyo,BE,26991,Phone Number
41594,Fiji,9994 Main St,Sydney,ENG,32553,Phone Number
68460,Fiji,3720 Main St,New York,BE,99710,Phone Number
59190,Switzerland,3290 Main St,London,TYO,97493,Phone Number
48413,Yemen,8889 Main St,New York,TYO,10634,Phone Number
66504,Comoros,491 Main St,Berlin,ENG,22771,Phone Number
21316,Democratic Republic of the Congo,1175 Main St,Toronto,BE,28298,Phone Number
40192,Mongolia,2750 Main St,Berlin,TYO,89876,Phone Number
26938,Palau,2484 Main St,New York,BE,45999,Phone Number
84277,Monaco,909 Main St,London,ENG,81887,Phone Number
49584,Fiji,8147 Main St,Tokyo,NY,69648,Phone Number
53508,Mali,5601 Main St,New York,NSW,72668,Phone Number
23514,Liberia,6995 Main St,Berlin,NSW,79374,Phone Number
22992,Switzerland,1259 Main St,New York,BE,77509,Phone Number
42224,Samoa ,7674 Main St,New York,TYO,85783,Phone Number
71774,Nepal,1631 Main St,New York,BE,54440,Phone Number
27067,Azerbaijan,5581 Main St,London,BE,41655,Phone Number
17404,Georgia,7648 Main St,Sydney,ON,53039,Phone Number
96394,United Arab Emirates,5076 Main St,Sydney,NSW,65255,Phone Number
78728,Finland,5795 Main St,New York,ENG,82219,Phone Number
34932,Portugal,8545 Main St,London,BE,64989,Phone Number
